Identifier,Name,Height,Spread,Diameter,Maturity,Condition
00000958,Lime - Large-leaved,10,8,23,Middle aged,Fair
00000959,Lime - Large-leaved,12,7,29,Middle aged,Good
00000960,Ash,12,6,39,Mature,Fair
00000961,Maple - Field,9.8,7,40,Middle aged,Fair
00000962,Maple - Snakebark,8,5,25,Middle aged,Good
00000963,Maple - Caucasian,13,8,42,Mature,Good
00000964,Tree of Heaven,10,7,35,Middle aged,Fair
00000966,Pear - Chanticclere,11,2,21,Middle aged,Fair
00000967,Tree of Heaven,12,8,34,Mature,Good
00000969,Maple - Norway,12,5,24,Middle aged,Fair
00000970,London plane,21,12,6,Mature,Good
00000971,London plane,17,7,29,Middle aged,Good
00000972,London plane,21,8,55,Mature,Good
00000974,London plane,15,6,22,Mature,Good
00000976,London plane,22,10,56,Mature,Fair
00000977,London plane,21,11,42,Mature,Good
00000978,London plane,20,8,35,Mature,Fair
00000979,London plane,23,9,55,Mature,Good
00000980,London plane,6,3,7,Middle aged,Good
00000981,London plane,7,6,21,Middle aged,Good
00000982,London plane,22,10,61,Mature,Good
00000983,London plane,22,14,67,Mature,Good
00000985,Horse chestnut - Red,9,6,49,Middle aged,Fair
00000986,Apple - Crab,5,3,23,Middle aged,Dead
00000988,Plum,6,4,20,Middle aged,Fair
00000995,Rowan,8,4,22,Middle aged,Fair
00000999,Rowan - Hubei,5,4,18,Middle aged,Fair
00001004,Horse Chestnut,16,10,84,Mature,Fair
00001005,Horse Chestnut,17,10,81,Mature,Fair
00001006,Maple - Caucasian,9,5,25,Middle aged,Good
00001007,Hazel - Turkish,12,7,45,Mature,Fair
00001008,Hazel - Turkish,14,6,36,Middle aged,Fair
00001009,Hazel - Turkish,14,5,43,Mature,Fair
00001010,Hazel - Turkish,8,6,25,Mature,Fair
00001011,Maple - Caucasian,10,6,29,Middle aged,Fair
00001012,Maple - Caucasian,10,6,36,Mature,Fair
00001013,Maple - Caucasian,10.2,4,30,Middle aged,Fair
00001014,Maple - Caucasian,10,6,30,Middle aged,Fair
00001015,Hazel - Turkish,8,6,27,Mature,Fair
00001016,Hazel - Turkish,12,5,30,Mature,Fair
00001017,Hazel - Turkish,11,6,28,Mature,Fair
00001018,Horse Chestnut,16,11,64,Mature,Fair
00001019,Horse Chestnut,16,6,64,Mature,Fair
00001021,Horse Chestnut,16,11,67,Mature,Fair
00001024,Horse Chestnut,16,10,85,Mature,Fair
00001025,"Cherry - Wild, Gean",7,4,29,Middle aged,Good
00001026,"Cherry - Wild, Gean",6,5,20,Mature,Fair
00001027,"Cherry - Wild, Gean",8,5,28,Middle aged,Fair
00001028,"Cherry - Wild, Gean",7,5,21,Mature,Fair
00001030,London plane,22,13,87,Mature,Good
00001031,London plane,25,18,83,Mature,Good
00001032,Plane - Oriental,23,18,96,Mature,Good
00001033,Plane - Oriental,20,11,66,Mature,Fair
00001034,London plane,21,12,57,Mature,Good
00001035,Rowan,6,4,15,Middle aged,Fair
00001037,Rowan,5,5,11,Mature,Fair
00001038,London plane,27,16,139,Over Mature,Good
00001039,Lime - Common,14,7,58,Mature,Fair
00001040,Lime - Common,15,8,40,Mature,Fair
00001041,London plane,27,15,102,Over Mature,Good
00001043,Lime - Common,12,8,52,Mature,Fair
00001045,Lime - Common,12,9,51,Mature,Fair
00001049,Lime - Common,10,6,49,Mature,Fair
00001050,London plane,20,11,83,Mature,Fair
00001051,Lime - Common,20,7,60,Mature,Fair
00001052,Lime - Common,7,5,49,Mature,Fair
00001053,Lime - Common,5,5,48,Mature,Fair
00001055,Lime - Common,12,8,47,Mature,Fair
00001057,Lime - Common,9,4,33,Mature,Fair
00001058,Lime - Common,18,6,59,Mature,Fair
00001059,London plane,10,8,49,Middle aged,Fair
00001060,Beech - Common,10,6,43,Middle aged,Fair
00001061,Sycamore,12,7,59,Middle aged,Fair
00001062,Apple,5,4,15,Mature,Fair
00001064,Beech - Common,11,7,48,Middle aged,Good
00001065,Hawthorn - Common,5,6,28,Mature,Good
00001068,Beech - Common,14,7,56,Middle aged,Fair
00001069,Beech - Common,14,8,49,Mature,Good
00001070,Beech - Common,14,8,67,Mature,Good
00001071,Cypress - Monterey,13,4,45,Middle aged,Fair
00001072,Beech - Common,14,6,40,Middle aged,Fair
00001073,Beech - Common,11,6,46,Middle aged,Fair
00001074,London plane,9,7,39,Middle aged,Fair
00001076,Maple - Norway,7,6,33,Mature,Fair
00001077,Beech - Common,8,7,40,Middle aged,Good
00001078,Maple - Norway,8,5,30,Middle aged,Fair
00001079,London plane,23,14,91,Mature,Good
00001080,London plane,21,16,92,Mature,Good
00001081,Poplar -Black,24,11,124,Over Mature,Fair
00001082,Rowan - Cut leaved,7,4,20,Middle aged,Fair
00001083,Ash,14,9,40,Mature,Fair
00001084,Ash,15,13,51,Mature,Fair
00001088,London plane,20,17,95,Mature,Fair
00001091,Sycamore,17,6,45,Mature,Good
00001092,Sycamore,17,5,37,Mature,Good
00001093,Sycamore,17,8,45,Mature,Good
00001094,Sycamore,17,11,71,Mature,Fair
00001096,Cotoneaster,5,6,26,Mature,Fair
00001097,Cherry,5,8,20,Mature,Fair
00001099,Birch - Cut-leaved,10,1.5,10,Middle aged,Fair
00001101,Pear - Chanticclere,10,2,17,Middle aged,Fair
00001102,Birch - Silver,13,5,20,Middle aged,Fair
00001103,Cherry - Bird,4,3,24,Middle aged,Fair
00001104,Paper birch,10,7,31,Mature,Good
00001107,Cherry - Bird,4,3,21,Middle aged,Fair
00001110,"Cherry - Wild, Gean",8,7,28,Middle aged,Good
00001115,"Cherry - Wild, Gean",9,7,36,Mature,Good
00001119,Plum,7,6,23,Middle aged,Fair
00001122,London plane,29,21,124,Mature,Fair
00001123,London plane,36,23,129,Mature,Good
00001124,London plane,36,21,123,Mature,Good
00001125,London plane,36,24,125,Mature,Good
00001126,London plane,31,24,149,Mature,Good
00001127,Maple - Purple Norway,12,10,40,Mature,Good
00001128,London plane,36,17,112,Mature,Good
00001129,London plane,36,17,105,Mature,Good
00001130,Horse chestnut - Red,9,10,80,Mature,Good
00001131,London plane,30,19,134,Mature,Good
00001135,Lime - Small-leaved,10,8,32,Mature,Good
00001136,Wier maple,14,7,26,Middle aged,Good
00001140,London plane,10,7,27,Middle aged,Fair
00001141,Rowan,8,4,18,Middle aged,Good
00001145,Paper birch,12,9,24,Mature,Good
00001147,Hazel - Turkish,14,6,25,Mature,Good
00001149,Hazel - Turkish,13,7,27,Mature,Good
00001153,Honey Locust,10,11,23,Mature,Fair
00001155,Rowan,8,5,10,Juvenile,Fair
00001156,Rowan,7,5,14,Juvenile,Good
00001157,Aspen,14,11,40,Mature,Good
00001158,Cherry - Rosebud,5,7,11,Middle aged,Fair
00001162,Birch - Himalayan,12,9,22,Mature,Good
00001163,Birch - Himalayan,8,7,16,Middle aged,Good
00001164,Birch - Himalayan,8,7,20,Mature,Good
00001165,Maple - Field,8,5,21,Middle aged,Fair
00001166,Alder - Common,14,7,37,Mature,Good
00001167,London plane,15,10,52,Mature,Fair
00001168,London plane,15,10,44,Mature,Fair
00001169,Hawthorn,7,5,19,Mature,Fair
00001170,Hawthorn - Common,6,5,21,Mature,Fair
00001171,Hawthorn,6,4,16,Mature,Fair
00001172,London plane,14,12,71,Mature,Good
00001173,London plane,14,11,57,Mature,Good
00001174,London plane,14,10,57,Mature,Fair
00001183,"Rowan, Mountain Ash",10,5,21,Middle aged,Fair
00001185,Rowan,6,3,13,Middle aged,Fair
00001186,False Acacia,16,11,45,Mature,Fair
00001187,Maple - Boxelder,15,10,40,Mature,Fair
00001188,"Rowan, Mountain Ash",10,4,22,Mature,Fair
00001189,False Acacia,15,8,43,Mature,Fair
00001190,False Acacia,15,7,37,Mature,Fair
00001193,False Acacia - Upright,5,4,25,Mature,Poor
00001194,False Acacia,11,10,34,Middle aged,Good
00001197,Whitebeam,8,6,36,Mature,Fair
00001204,London plane,13,8,61,Mature,Good
00001205,Maple - Silver,14,9,65,Mature,Fair
00001207,Maple,8,4,29,Mature,Fair
00001209,London plane,15,11,71,Mature,Good
00001210,Maple - Silver,13,7,46,Mature,Fair
00001211,London plane,15,11,72,Mature,Good
00001212,London plane,17,10,79,Mature,Good
00001213,Maple - Silver,14,9,53,Mature,Good
00001214,London plane,15,9,77,Mature,Fair
00001215,Maple,9,5,25,Middle aged,Fair
00001217,London plane,14,10,71,Mature,Fair
00001218,London plane,14,9,54,Mature,Fair
00001219,London plane,14,8,48,Mature,Good
00001220,London plane,13,8,44,Mature,Fair
00001221,London plane,12,8,54,Mature,Fair
00001222,London plane,15,9,54,Mature,Fair
00001224,Maple - Norway,7,4,34,Mature,Fair
00001225,Hawthorn - Cockspur,4,2,25,Mature,Fair
00001226,Cherry,7,3,36,Mature,Poor
00001227,Hornbeam,12,6,20,Middle aged,Fair
00001230,Cherry,6,6,38,Mature,Fair
00001231,Cherry,7,6,32,Mature,Fair
00001232,Cherry,7,6,34,Mature,Fair
00001234,Cotoneaster,7,7,33,Mature,Fair
00001235,Cotoneaster,7,6,29,Mature,Fair
00001238,Pear - Chanticclere,8,5,27,Middle aged,Good
00001243,Horse chestnut - Red,9,7,39,Middle aged,Good
00001250,Horse chestnut - Red,8,8,36,Mature,Fair
00001255,Apple,3,3,20,Mature,Good
00001298,Ash,13,6,38,Middle aged,Good
00001300,Ash - Manna,7,4,22,Middle aged,Fair
00001301,London plane,18,16,96,Mature,Fair
00001302,London plane,18,15,110,Mature,Fair
00001304,London plane,16,19,91,Mature,Fair
00001305,London plane,22,16,115,Mature,Good
00001306,London plane,15,13,71,Mature,Good
00001307,London plane,22,16,83,Mature,Fair
00001308,London plane,20,16,89,Mature,Good
00001309,London plane,23,16,105,Mature,Good
00001310,London plane,23,15,100,Mature,Good
00001311,London plane,22,15,117,Mature,Good
00001312,London plane,23,15,110,Mature,Good
00001313,London plane,23,15,112,Mature,Good
00001314,London plane,24,15,104,Mature,Fair
00001315,London plane,23,15,114,Mature,Good
00001316,London plane,23,18,95,Mature,Good
00001317,London plane,23,15,95,Mature,Good
00001318,London plane,20,15,90,Mature,Fair
00001319,London plane,23,16,104,Mature,Good
00001320,London plane,20,15,95,Mature,Good
00001321,London plane,14,11,60,Middle aged,Fair
00001322,London plane,14,8,43,Middle aged,Fair
00001323,London plane,15,14,66,Mature,Fair
00001324,London plane,16,10,63,Mature,Fair
00001325,London plane,20,16,108,Mature,Fair
00001326,London plane,21,13,84,Mature,Fair
00001327,London plane,22,14,99,Mature,Fair
00001328,London plane,21,16,89,Mature,Fair
00001330,London plane,13,12,47,Middle aged,Good
00001331,London plane,17,13,75,Middle aged,Fair
00001332,London plane,20,16,69,Mature,Good
00001334,London plane,20,13,78,Mature,Fair
00001335,London plane,20,15,84,Mature,Fair
00001337,London plane,6,4,13,Middle aged,Good
00001338,Plane - Oriental,19,12,54,Mature,Fair
00001339,London plane,18,14,92,Mature,Good
00001340,London plane,17,14,81,Mature,Fair
00001342,London plane,16,13,89,Mature,Fair
00001343,London plane,14,11,70,Middle aged,Fair
00001345,London plane,16,14,95,Mature,Fair
00001346,London plane,15,11,57,Mature,Good
00001347,London plane,16,13,67,Mature,Good
00001348,London plane,14,10,35,Middle aged,Fair
00001349,Maple - Norway,10,3,20,Middle aged,Fair
00001357,Sycamore,16,5,84,Mature,Good
00001358,Lime - Caucasian,13,7,32,Middle aged,Good
00001359,Lime - Caucasian,13,5,32,Mature,Good
00001360,Lime - Caucasian,15,8,34,Mature,Good
00001361,Lime - Caucasian,15,8,34,Mature,Good
00001362,Paper birch,15,7,34,Mature,Good
00001366,London plane,19,5,89,Mature,Good
00001367,London plane,19,5,71,Mature,Good
00001373,Birch - Silver,10,8,40,Mature,Fair
00001374,Birch - Silver,8,5,26,Mature,Fair
00001375,Maple - Norway,9,8,30,Middle aged,Fair
00001376,London plane,14,12,62,Mature,Fair
00001377,Whitebeam - Tibetan,11,8,52,Mature,Good
00001378,London plane,17,13,62,Mature,Good
00001379,London plane,18,10,42,Middle aged,Good
00001380,London plane,18,15,54,Mature,Good
00001381,London plane,19,16,66,Mature,Good
00001384,Whitebeam - Tibetan,10,7,41,Mature,Fair
00001385,Whitebeam - Tibetan,11,8,47,Mature,Fair
00001386,Whitebeam - Tibetan,11,7,41,Mature,Fair
00001389,Horse Chestnut,14,10,63,Mature,Fair
00001390,Horse Chestnut,7,5,17,Middle aged,Poor
00001391,Horse Chestnut,12,10,52,Mature,Fair
00001392,Horse Chestnut,8,8,31,Middle aged,Good
00001393,Plum,7,4,21,Middle aged,Fair
00001400,Lime - Common,22,8,62,Mature,Good
00001401,Lime - Common,14,8,42,Mature,Fair
00001402,Lime - Common,17,8,55,Mature,Fair
00001403,Honey Locust,15,6,31,Middle aged,Good
00001404,False Acacia,18,11,66,Mature,Fair
00001405,False Acacia,18,12,75,Mature,Fair
00001407,Cherry - Double pint,6,9,34,Mature,Good
00001408,Lime - Common,18,11,55,Mature,Good
00001409,Lime - Common,18,6,58,Mature,Fair
00001411,Laburnum,6,4,34,Mature,Fair
00001412,False Acacia,17,12,65,Mature,Fair
00001414,Lime - Common,15,6,46,Mature,Good
00001415,Lime - Common,16,6,54,Mature,Fair
00001416,Sycamore,21,15,85,Mature,Good
00001417,Sycamore,19,7,89,Mature,Fair
00001418,Horse Chestnut,26,17,170,Veteran,Fair
00001419,"Oak - Common, Pedunculate",20,12,78,Mature,Fair
00001420,"Cherry - Wild, Gean",16,9,60,Mature,Fair
00001421,"Cherry - Wild, Gean",16,9,62,Mature,Fair
00001422,Cotoneaster,6,6,28,Over Mature,Fair
00001426,Birch - Silver,16,9,43,Mature,Fair
00001427,Cherry - Double pint,10,8,47,Mature,Fair
00001428,Sycamore,19,14,73,Mature,Good
00001429,Sycamore,18,11,55,Mature,Good
00001430,Sycamore,22,11,55,Mature,Good
00001431,Sycamore,25,12,84,Mature,Good
00001432,Sycamore,20,10,43,Mature,Good
00001433,Cherry - Double pint,8,7,53,Mature,Good
00001435,Lime - Common,24,16,83,Mature,Good
00001436,"Cherry - Wild, Gean",15,8,41,Mature,Good
00001437,"Cherry - Wild, Gean",15,8,42,Mature,Good
00001438,"Cherry - Wild, Gean",8,6,35,Middle aged,Good
00001439,London plane,18,9,60,Mature,Good
00001440,London plane,23,9,47,Mature,Good
00001441,London plane,16,9,43,Mature,Good
00001442,London plane,16,9,51,Mature,Good
00001443,London plane,15,9,58,Mature,Good
00001444,London plane,24,15,91,Mature,Good
00001445,Ash,10,5,32,Middle aged,Fair
00001446,False Acacia,9,5,39,Middle aged,Fair
00001448,Ash,9,5,37,Mature,Fair
00001449,False Acacia,11,7,42,Middle aged,Fair
00001452,Hawthorn - Cockspur thorn,5,5,24,Mature,Fair
00001453,Maple,10,5,32,Mature,Fair
00001454,Maple - Norway,12,6,43,Middle aged,Fair
00001456,London plane,15,8,62,Mature,Good
00001457,London plane,19,12,68,Mature,Good
00001458,London plane,12,8,67,Mature,Excellent
00001459,London plane,9,5,48,Mature,Fair
00001464,Ash,8,4,41,Mature,Fair
00001465,Birch - Silver,11,4,30,Mature,Fair
00001467,Birch - Silver,13,5,29,Middle aged,Good
00001468,Ash - Manna,5,4,27,Middle aged,Fair
00001469,Lime - Common,9,4,36,Mature,Fair
00001470,False Acacia,12,7,43,Mature,Fair
00001471,False Acacia,10,7,39,Middle aged,Fair
00001472,Ash - Manna,7,4,38,Mature,Good
00001473,Lime - Common,9,4,38,Mature,Good
00001478,Ash,9,5,31,Mature,Fair
00001479,Lime - Common,9,5,33,Middle aged,Good
00001482,Whitebeam,6,4,33,Middle aged,Fair
00001484,Whitebeam,6,4,34,Middle aged,Fair
00001485,Whitebeam,5,3,31,Middle aged,Poor
00001486,London plane,12,5,41,Mature,Fair
00001487,Birch - Silver,13,5,28,Mature,Fair
00001490,Maple - Field,11,5,43,Mature,Fair
00001491,False Acacia,13,10,60,Mature,Fair
00001495,Rowan,6,5,19,Middle aged,Good
00001496,Rowan,6,6,15,Middle aged,Dead
00001497,Maple - Norway,14,12,51,Mature,Fair
00001498,Maple - Norway,12,9,58,Mature,Fair
00001506,Maple,10,5,37,Mature,Fair
00001507,Maple - Norway,14,9,62,Mature,Fair
00001509,"Rowan, Mountain Ash",6,6,30,Mature,Fair
00001512,Maple - Norway,11,9,43,Mature,Fair
00001514,Ash,14,13,58,Mature,Good
00001536,Maple - Norway,14,10,52,Mature,Good
00001537,Maple - Norway,10,8,41,Mature,Fair
00001540,Apple - Snakebark,5,5,21,Middle aged,Fair
00001543,Maple - Boxelder,8,8,30,Middle aged,Good
00001547,False Acacia,13,10,63,Mature,Fair
00001548,Maple - Norway,16,10,42,Mature,Fair
00001549,Sycamore,15,7,65,Mature,Fair
00001550,Sycamore,15,8,39,Mature,Fair
00001551,Hawthorn - Common,5,4,16,Mature,Fair
00001552,Ash,15,10,42,Mature,Good
00001554,Lilac,6,6,14,Mature,Fair
00001555,Sycamore,15,8,40,Mature,Good
00001556,Sycamore,13,5,29,Middle aged,Fair
00001557,Sycamore,17,10,33,Middle aged,Good
00001559,Sycamore,18,9,49,Mature,Good
00001561,Sycamore,11,3,35,Middle aged,Fair
00001563,Holly,6,3,21,Middle aged,Fair
00001564,Ash,15,12,48,Middle aged,Good
00001565,Sycamore,14,7,55,Mature,Good
00001566,Sycamore,17,13,61,Mature,Good
00001567,Alder - Italian,15,8,40,Middle aged,Good
00001568,Sycamore - Purple leaved,12,10,44,Middle aged,Good
00001569,Holly,7,5,28,Mature,Fair
00001571,Sycamore - Purple leaved,12,7,30,Middle aged,Good
00001574,Sycamore,15,12,55,Mature,Fair
00001575,Sycamore,16,10,50,Mature,Good
00001576,False Acacia,14,9,53,Mature,Fair
00001577,False Acacia,13,6,38,Middle aged,Poor
00001578,False Acacia,14,10,44,Mature,Fair
00001579,Sycamore,14,10,48,Mature,Fair
00001580,Alder - Common,14,3,26,Mature,Fair
00001581,Maple - Field,15,4,36,Mature,Fair
00001584,Ash,14,9,35,Mature,Fair
00001586,Alder - Common,7,6,27,Mature,Fair
00001587,"Cherry - Wild, Gean",7,6,40,Mature,Fair
00001588,London plane,28,10,63,Mature,Good
00001589,London plane,28,14,72,Mature,Good
00001590,London plane,28,12,60,Mature,Good
00001591,London plane,25,18,92,Mature,Good
00001592,London plane,24,10,54,Mature,Good
00001593,London plane,23,12,54,Mature,Fair
00001594,London plane,23,15,60,Mature,Good
00001595,London plane,20,10,45,Mature,Good
00001596,London plane,24,14,84,Mature,Fair
00001597,London plane,18,12,35,Middle aged,Fair
00001598,London plane,24,14,87,Mature,Good
00001599,London plane,20,10,42,Mature,Fair
00001600,London plane,21,10,66,Mature,Good
00001601,London plane,21,11,61,Mature,Good
00001602,London plane,21,10,60,Mature,Good
00001603,London plane,18,8,39,Mature,Good
00001604,London plane,21,13,74,Mature,Good
00001605,London plane,21,14,85,Mature,Good
00001606,Maple - Field,10,7,29,Middle aged,Good
00001607,Maple - Field,9,5,21,Mature,Good
00001611,Maple - Field,7,5,14,Mature,Fair
00001614,Maple - Field,7,5,18,Middle aged,Good
00001615,Maple - Field,7,5,22,Middle aged,Fair
00001617,Maple - Field,6,6,17,Middle aged,Fair
00001618,Plum,6,5,17,Middle aged,Good
00001620,Maple - Field,8,5,19,Middle aged,Fair
00001621,Maple - Field,7,6,20,Middle aged,Fair
00001624,False Acacia,16,12,53,Mature,Fair
00001625,False Acacia,24,16,62,Mature,Fair
00001628,False Acacia,16,12,51,Mature,Fair
00001631,False Acacia,16,8,47,Mature,Fair
00001636,False Acacia,14,5,22,Middle aged,Fair
00001637,False Acacia,24,18,68,Over Mature,Fair
00001647,False Acacia,14,6,62,Mature,Fair
00001648,Whitebeam,12,8,35,Mature,Fair
00001650,Whitebeam,10,7,32,Mature,Fair
00001651,Whitebeam,7,4,25,Middle aged,Fair
00001652,Whitebeam,10,5,27,Middle aged,Fair
00001654,Whitebeam,7,4,21,Middle aged,Fair
00001655,Whitebeam,8,6,30,Middle aged,Fair
00001657,Whitebeam,10,8,35,Mature,Good
00001658,Whitebeam,11,8,32,Mature,Good
00001659,Whitebeam,13,6,29,Mature,Fair
00001660,Whitebeam,11,5,25,Mature,Fair
00001661,Whitebeam,10,7,26,Mature,Good
00001662,Whitebeam,10,5,25,Middle aged,Good
00001663,Whitebeam,8,4,25,Middle aged,Fair
00001664,Whitebeam,11,6,25,Middle aged,Fair
00001665,Whitebeam,9,6,24,Middle aged,Fair
00001666,Whitebeam,10,7,25,Middle aged,Good
00001667,Whitebeam,11,7,27,Mature,Good
00001668,Whitebeam,9,6,22,Middle aged,Good
00001669,Whitebeam,10,6,25,Middle aged,Good
00001670,Whitebeam,11,6,24,Middle aged,Good
00001671,Whitebeam,12,7,28,Middle aged,Good
00001672,Whitebeam,7,4,16,Middle aged,Good
00001674,Whitebeam,12,6,26,Middle aged,Good
00001675,Whitebeam,10,4,18,Middle aged,Fair
00001677,Bay tree,10,7,29,Mature,Good
00001678,Oak - Red,14,12,72,Mature,Good
00001680,Horse Chestnut,8,8,26,Juvenile,Fair
00001681,"Birch - Downy, Hairy",14,6,25,Mature,Fair
00001682,"Birch - Downy, Hairy",15,9,31,Mature,Fair
00001683,"Birch - Downy, Hairy",15,8,32,Mature,Fair
00001684,Birch - Silver,13,7,28,Mature,Fair
00001685,Plum,8,6,25,Middle aged,Good
00001686,Cherry - Rosebud,8,4,9,Not Applicable,Good
00001687,"Birch - Downy, Hairy",8,5,20,Mature,Fair
00001688,Birch - Silver,11,7,25,Mature,Fair
00001689,Birch - Silver,12,7,24,Mature,Fair
00001690,Lime - Common,15,9,60,Mature,Good
00001691,London plane,16,11,56,Mature,Good
00001693,London plane,18,10,57,Mature,Fair
00001694,London plane,18,9,46,Middle aged,Fair
00001695,London plane,18,11,61,Mature,Good
00001696,London plane,18,16,79,Mature,Good
00001697,London plane,19,14,83,Mature,Good
00001699,Lime - Common,18,12,64,Mature,Good
00001700,Lime - Common,22,14,63,Mature,Good
00001701,Lime - Common,20,15,68,Mature,Good
00001702,Lime - Common,22,8,56,Mature,Good
00001703,Lime - Common,25,14,72,Mature,Good
00001704,Lime - Common,24.2,13,72,Mature,Good
00001705,Lime - Common,25,13,55,Mature,Good
00001706,Lime - Common,25,14,65,Mature,Good
00001707,Lime - Common,25,16,65,Mature,Good
00001708,London plane,31,16,122,Mature,Good
00001709,Ash - One-leaved,9,7,30,Middle aged,Poor
00001710,Ash - One-leaved,16,7,44,Mature,Good
00001711,Lime - Common,22,12,63,Mature,Fair
00001712,Horse Chestnut,20,12,100,Mature,Poor
00001713,Lime - Common,18,9,50,Mature,Fair
00001714,Maple - Crimson King Norway,15,6,36,Mature,Good
00001715,Lime - Common,18,8,50,Mature,Fair
00001716,Yew - common,8,5,30,Middle aged,Good
00001717,Yew - common,7,6,32,Middle aged,Good
00001718,Lime - Common,19,12,57,Mature,Poor
00001721,Maple - Norway,15,9,35,Mature,Good
00001722,Oak - Red,15,10,59,Mature,Good
00001723,Maple - Norway,14,7,37,Mature,Good
00001724,Horse Chestnut,15,6,48,Mature,Fair
00001725,Horse Chestnut,15,11,67,Mature,Good
00001726,Horse Chestnut,15,8,55,Mature,Good
00001727,Horse Chestnut,15,8,52,Mature,Good
00001728,Horse Chestnut,15,9,54,Mature,Good
00001730,Sycamore - Purple Leaved,16.7,10,40,Mature,Fair
